Distance host 0(m),Distance host 1(m),Distance host 2(m),Distance host 3(m),Distance host 4(m),Distance host 5(m),Distance host 6(m),Distance host 7(m),Distance host 8(m),Likelihood position X (m),Likelihood position Y (m),Real position X (m),Real position Y (m)
5.73818,3.0366,1.36945,4.89936,4.72593,8.87266,3.21797,6.90632,4.25061,100.761,103.831,100.702,103.68,
4.66567,8.66055,2.99643,5.63295,6.71265,1.56642,2.70847,4.00688,4.3996,100.697,103.584,100.593,103.392,
2.71987,2.48408,4.338,3.77768,1.78302,5.53087,6.45348,4.13819,8.27367,100.554,103.232,100.501,103.125,
8.10594,4.06549,3.52691,2.00561,2.1738,5.44933,6.24258,3.86942,2.33029,100.456,103.098,100.419,102.863,
3.69944,7.83013,6.08804,2.2417,3.25365,3.74261,2.0885,5.37033,1.86891,100.415,102.829,100.345,102.603,
3.5443,2.46759,1.86966,3.3986,5.31187,7.5092,5.86949,1.62203,2.94876,100.332,102.51,100.272,102.317,
5.25956,2.73156,7.27282,3.12983,2.74295,3.1751,5.69231,1.34682,1.50301,100.232,102.278,100.208,102.027,
2.94486,2.50222,1.14236,1.29046,6.9321,5.18251,5.52293,3.12938,2.74865,100.197,101.89,100.147,101.707,
1.03953,3.33204,2.20677,0.858905,2.52365,2.56338,6.60563,5.36973,5.1239,100.133,101.626,100.105,101.442,
6.42006,3.59526,0.663741,5.27979,2.27033,1.93441,5.08958,2.27003,0.742886,100.098,101.41,100.07,101.181,
1.76143,5.06484,0.622819,3.88411,2.04683,0.498555,5.17247,6.06315,1.96589,100.058,101.078,100.042,100.917,
1.83593,0.539027,0.464229,5.03591,4.16367,5.82377,1.45819,1.70672,5.08898,100.025,100.829,100.018,100.604,
1.5144,0.5771,4.45956,1.25208,5.50359,0.639008,1.4387,5.03307,5.00998,100.012,100.521,100.003,100.247,
4.78274,5.20425,0.838669,1.01495,1.14716,0.872996,5.00129,5.00369,1.09814,100.007,100.198,100,99.9796,
0.966231,1.04553,0.886786,0.923211,1.09109,4.88122,5.00129,5.00533,5.16123,100.001,99.8475,100.005,99.6908,
1.2987,5.00578,0.709009,5.37048,0.797448,5.02437,0.686974,1.38069,4.5537,100.007,99.5723,100.017,99.4105,
1.56552,0.572903,4.36123,5.65109,0.521939,5.06904,5.02407,0.821881,1.65755,100.015,99.3407,100.037,99.1379,
0.461081,4.09906,1.86021,5.12765,0.903425,0.557314,5.96452,1.89844,5.04955,100.045,99.0608,100.063,98.8772,
5.19435,3.83749,1.03189,5.07054,0.666738,0.554766,6.22879,2.18594,2.16675,100.06,98.7842,100.098,98.6031,
6.42125,2.37675,0.702264,5.31142,2.37001,0.870298,3.50397,1.26692,5.11596,100.092,98.5529,100.138,98.3471,
2.57807,1.41592,1.06861,3.27433,0.942098,5.15298,6.76916,2.72781,5.46702,100.175,98.2453,100.188,98.0725,
2.84503,2.92672,1.32448,3.00242,5.58348,1.69113,1.21311,5.21234,7.08664,100.201,97.9061,100.252,97.7713,
3.13313,7.27581,3.24091,5.26031,1.93636,1.47408,1.6628,5.78569,2.63787,100.289,97.6731,100.324,97.4769,
1.69982,5.92225,3.45166,2.42892,5.33496,3.58822,7.64051,2.24335,1.99197,100.343,97.3921,100.4,97.1985,
7.84662,6.11742,2.19508,2.4553,3.86373,3.76494,2.13362,2.05897,5.42325,100.398,97.1467,100.48,96.9394,
6.29819,2.67235,2.24919,8.14296,4.00643,2.50956,1.89844,5.49714,4.20894,100.509,96.8129,100.584,96.6335,
8.44126,5.57494,6.58674,4.3263,2.60744,4.49254,2.86422,3.07272,1.60974,100.614,96.5347,100.702,96.3195,
3.25874,3.1006,4.75591,1.45145,5.68556,8.8091,4.66267,2.95056,6.91336,100.796,96.2245,100.819,96.0371,
4.86338,3.40444,3.16206,5.78674,1.28371,3.6092,9.11609,7.1571,5.15808,100.911,95.893,100.945,95.7562,
5.15478,3.71398,7.35091,3.47055,9.36687,5.40136,5.90906,1.19347,3.92323,100.932,95.6986,101.062,95.5157,
5.40061,5.60822,5.98656,7.59539,1.18583,3.74561,4.13863,4.05589,9.69274,101.094,95.3229,101.212,95.2283,
4.29483,1.24729,4.39586,9.91159,7.90897,4.07103,6.1402,6.02733,5.83081,101.219,95.1028,101.366,94.9542,
6.22894,4.30937,8.17684,1.40723,4.67272,4.73432,6.26911,10.2685,6.12116,101.354,94.7882,101.527,94.6882,
6.35545,6.29579,8.46179,4.6216,6.57505,4.97775,1.63507,10.5392,5.05495,101.525,94.6079,101.691,94.4356,
5.22553,8.75664,1.83878,6.50999,6.88818,6.64145,4.96546,5.32551,10.846,101.708,94.2462,101.873,94.1728,
5.19091,2.0987,11.052,9.09286,5.59653,6.66274,6.94679,7.23549,5.62845,101.884,94.1187,102.054,93.929,
5.80188,2.36866,6.78026,11.335,7.48477,7.21136,5.92075,9.44226,5.57284,102.145,93.8898,102.235,93.6984,
7.70242,6.06885,9.65212,6.15444,6.92011,5.79634,2.69229,7.48747,11.6531,102.261,93.5163,102.426,93.4707,
5.99765,6.32652,7.68413,2.92597,6.44584,11.8569,8.05512,10.0171,7.08844,102.449,93.3901,102.63,93.241,
7.93805,6.70786,7.18603,6.32472,6.6404,3.25125,10.2959,8.35132,12.1617,102.723,93.0926,102.81,93.0494,
6.84216,10.5191,3.49693,8.2305,7.02609,8.6015,6.63576,12.406,7.36815,102.836,92.9187,103.042,92.8179,
7.26457,7.13131,10.8329,8.49567,6.87949,12.6337,7.49496,3.85983,8.91418,103.105,92.6908,103.234,92.6369,
8.70327,7.54038,4.06668,7.60978,7.41117,9.15491,7.18018,12.9158,11.2233,103.447,92.4927,103.492,92.4077,
7.39438,7.77362,13.1369,11.4891,4.46031,9.08191,7.75893,9.49428,7.98137,103.623,92.4047,103.745,92.1978,
7.69402,13.3824,8.19678,4.75921,11.8141,9.7488,7.96234,8.10144,9.47524,103.717,91.9943,104.153,91.8877,
13.7713,9.74041,8.19048,12.3111,8.19932,8.45984,10.2204,8.73595,5.3462,104.23,91.916,104.414,91.7058,
10.4271,8.44036,14.0574,8.70432,12.6464,9.01131,10.0678,5.65678,8.39854,104.433,91.7153,104.687,91.5284,
8.70298,10.7156,8.96065,12.9338,5.91086,9.28982,14.3448,10.3308,8.54259,104.707,91.4538,104.911,91.3915,
10.481,10.9546,9.51197,8.98463,9.22162,14.5534,13.2507,6.23583,8.68649,104.952,91.3638,105.173,91.2421,
10.72,6.4349,11.2187,13.4899,9.45845,9.25219,14.7789,9.82735,8.82634,105.196,91.1717,105.409,91.1164,
8.90833,9.43792,10.0131,14.9545,6.75402,11.0037,11.5057,9.72692,13.8371,105.641,91.0818,105.694,90.9743,
10.285,7.03148,9.08791,9.94591,14.0886,11.2607,9.77698,15.2376,11.7977,105.828,90.799,105.962,90.8516,
9.94786,11.4441,11.9691,9.24125,10.1974,7.37265,10.6152,15.458,14.4304,106.199,90.7816,106.249,90.73,
14.6095,10.2247,12.2302,9.39205,11.7304,10.8762,15.6673,7.70422,10.4918,106.208,90.726,106.525,90.6232,
10.6333,14.9022,10.4768,11.9407,11.1109,15.8659,9.56143,7.99502,12.5528,106.619,90.4911,106.826,90.5172,
8.18853,16.0497,12.1822,12.746,9.70413,10.7787,15.2729,11.4255,10.9796,106.894,90.5222,107.116,90.4248,
8.47888,9.8221,11.1368,10.9859,16.2693,11.6442,13.0045,15.5489,12.4567,107.241,90.2921,107.366,90.353,
8.74869,13.1798,15.7542,11.3716,16.4628,12.644,11.2509,11.9103,10.0108,107.4,90.2931,107.677,90.2734,
13.4103,10.1121,9.08596,16.6647,11.6275,11.4933,12.1626,16.1066,12.9155,107.809,90.1717,107.988,90.2046,
13.0434,10.2571,16.8447,11.8449,11.7183,16.3538,12.4095,13.7302,9.4562,108.127,90.2953,108.286,90.148,
17.0213,11.9253,12.0645,10.4194,13.3079,12.6463,9.70533,13.9532,16.6712,108.531,90.2056,108.583,90.1009,
13.4871,12.281,16.8629,9.95281,14.1507,12.8914,10.5815,12.2192,17.2809,108.629,89.9868,108.854,90.0659,
17.3772,12.3594,10.6807,13.0813,14.3469,13.7188,17.1403,10.2474,12.542,108.927,90.168,109.12,90.0388,
13.2624,13.8691,17.3376,17.5759,10.8282,12.7284,12.634,10.5229,14.6078,109.238,89.973,109.459,90.0147,
14.7457,13.532,17.7498,17.6261,12.9378,10.7756,10.9836,12.8705,14.1598,109.45,89.9773,109.722,90.0039,
14.9409,17.8993,13.7531,13.1212,14.308,17.8802,11.0336,11.1259,13.0999,109.742,90.1597,110.051,90.0001,
18.0977,11.2241,13.3396,18.1021,15.2191,14.5462,13.3135,11.3627,14.0848,110.153,90.163,110.393,90.0077,
13.5449,14.234,11.3756,18.2797,13.5185,18.4398,11.6433,14.782,15.4879,110.595,89.9427,110.719,90.0259,
11.839,11.5138,14.4881,13.7341,14.9469,15.6673,18.709,13.8413,18.4903,110.864,89.9221,111.01,90.0511,
15.0951,14.6885,15.826,12.1259,13.9972,13.9528,18.618,11.6729,18.9517,111.223,90.0305,111.272,90.0812,
14.0928,12.338,14.8928,18.7345,11.7718,16.0293,15.3119,19.1557,14.2108,111.351,90.0809,111.543,90.1198,
16.1594,11.8686,15.4431,15.0917,14.3499,12.6159,14.3296,19.3661,18.9009,111.701,90.0533,111.83,90.169,
19.5072,18.9872,16.3526,12.8305,14.5357,15.3192,12.0208,14.5384,15.6748,111.749,90.1198,112.147,90.2332,
14.6774,16.5484,19.1459,15.8103,12.1354,14.7421,13.1387,15.5466,19.8335,112.361,90.3077,112.409,90.2945,
14.8679,12.232,16.728,14.8844,13.3513,15.9867,19.2955,15.7403,20.0459,112.655,90.3012,112.709,90.3738,
20.1696,15.8839,16.1353,19.4152,13.6101,12.3783,16.9447,15.1169,15.1442,112.593,90.4587,113.069,90.4825,
19.5475,15.2888,16.1383,20.4889,12.519,16.3688,17.1636,15.3456,13.9655,113.152,90.6569,113.389,90.5918,
16.3216,15.4916,15.4877,17.3174,12.6375,20.7254,16.543,19.7208,14.215,113.492,90.7371,113.673,90.6989,
15.6543,19.7987,20.9012,12.744,17.4891,15.679,16.6971,16.5751,14.451,113.732,90.8671,113.96,90.8174,
12.8362,15.8132,17.633,15.8557,16.8332,21.122,16.7409,19.9408,14.6693,114.077,90.9425,114.197,90.9233,
15.9476,16.9426,14.8078,16.8711,12.9479,21.2907,20.0279,16.0337,17.8102,114.328,90.8528,114.434,91.0366,
20.0916,17.0717,17.9062,17.0272,21.4519,15.0472,13.0539,16.1901,16.1531,114.425,91.1805,114.7,91.1732,
17.1724,21.6104,18.0525,15.2449,16.3264,13.1489,16.2892,20.2224,17.2612,114.66,91.102,114.963,91.3186,
20.2822,18.1914,15.4464,21.8074,13.2403,16.4872,17.3827,17.3823,16.4472,114.957,91.3949,115.189,91.4516,
18.3106,15.6282,17.4984,21.9647,17.483,13.3306,16.567,20.389,16.6467,115.19,91.5063,115.419,91.5953,
17.5767,18.4443,16.7473,17.654,13.4139,22.1391,20.4667,16.7128,15.9082,115.509,91.7901,115.699,91.7832,
13.4986,16.9032,16.8283,18.6009,22.3149,20.5461,17.8525,17.7651,16.1372,115.795,91.9733,115.964,91.9734,
17.0549,17.9751,13.6046,22.485,16.9897,17.8805,16.3285,20.6359,18.7724,116.067,91.9567,116.191,92.1471,
17.0889,20.6803,13.6852,18.1243,22.6381,17.2213,17.9931,18.8821,16.54,116.268,92.3285,116.43,92.3412,
18.9682,20.7507,16.683,18.0947,18.283,17.2561,22.8142,13.7997,17.3931,116.456,92.4765,116.688,92.5656,
17.4791,16.8864,13.8647,17.3814,19.1148,18.2224,22.9764,18.453,20.8357,116.79,92.5687,116.881,92.7442,
17.0474,19.2026,13.9374,17.4926,20.8765,17.6255,23.1058,18.5754,18.3325,116.958,92.7075,117.088,92.9464,
14.0036,17.7233,20.9213,17.2555,19.3188,18.4145,17.6206,18.6988,23.2501,117.245,93.0035,117.279,93.1428,
17.3935,14.0753,23.337,17.8459,17.7147,19.4183,20.9754,18.5177,18.8355,117.398,93.2256,117.524,93.4125,
21.012,23.4848,17.835,18.9413,17.9944,14.1745,18.6192,19.5498,17.6876,117.539,93.6029,117.728,93.6529,
18.0911,14.2331,17.8138,18.6976,19.0673,23.6377,19.6373,17.9699,21.0637,117.808,93.6917,117.899,93.8675,
17.9532,18.1952,19.1599,18.7738,18.0481,23.7443,14.3062,21.0931,19.7328,117.995,93.8088,118.097,94.1312,
18.1341,19.7889,19.2758,18.3155,18.8608,18.1676,21.1183,14.3755,23.8785,118.224,94.2001,118.25,94.3483,
18.2735,21.1333,19.3673,18.2283,19.8699,23.9579,18.9337,18.4216,14.4298,118.263,94.3663,118.396,94.5678,
24.0254,14.4618,18.4257,19.4598,21.152,18.9919,18.3173,19.9455,18.5087,118.38,94.6462,118.533,94.785,
21.1622,18.3725,24.1192,18.5687,14.5166,19.0523,19.5588,18.6023,20.0144,118.586,94.8611,118.684,95.042,
14.5594,18.7044,21.1736,18.4621,19.6403,18.6663,20.0726,19.119,24.2412,118.804,95.0749,118.824,95.2955,
18.5264,20.1189,18.7391,18.8629,24.3094,19.1734,19.7383,21.1794,14.6284,118.83,95.3635,118.974,95.5883,
20.1804,18.8199,14.6608,24.3925,19.2257,21.1793,19.8209,18.6282,19.0416,119.003,95.7349,119.086,95.8227,
18.6699,14.6985,19.1305,18.8965,19.2732,19.8942,21.1742,24.4815,20.2516,119.186,95.8561,119.211,96.1067,
21.1688,19.2581,19.9537,20.2871,19.3189,14.7469,18.98,18.7583,24.5566,119.305,96.1424,119.326,96.3917,
20.33,20.0261,14.781,21.152,24.6161,18.8184,19.3688,19.0592,19.4508,119.367,96.5871,119.445,96.7157,
14.8169,19.5379,20.3794,24.6782,21.1297,20.1155,19.1266,18.8871,19.4137,119.458,96.752,119.552,97.0413,
19.4354,21.106,20.4202,20.1751,24.7464,19.7003,19.1896,14.8628,18.9446,119.554,97.1453,119.639,97.3364,
24.7864,19.2297,21.0753,14.8848,18.9805,19.8125,19.4703,20.2433,20.4601,119.657,97.3992,119.721,97.6538,
19.0193,19.2839,19.491,24.841,21.0348,20.4814,20.2918,14.9156,19.9456,119.736,97.7946,119.78,97.9122,
19.0541,19.507,20.02,14.9337,24.8823,20.5031,19.3441,20.9814,20.3478,119.838,98.0728,119.863,98.3522,
20.1552,24.9223,14.9575,20.3874,20.9321,19.1109,20.5221,19.3942,19.53,119.866,98.4025,119.905,98.6231,
24.9442,19.1302,20.2496,20.8867,19.4216,19.5358,20.5304,20.4259,14.9745,119.903,98.692,119.944,98.9412,
20.5344,19.539,20.8293,24.9726,20.3651,14.9854,19.1639,19.4597,20.4608,119.96,99.0568,119.975,99.2981,
19.5378,24.9876,20.4826,19.4835,19.1833,20.5335,20.7407,20.4769,14.9949,119.979,99.4526,119.994,99.6498,
19.1956,14.9983,19.5295,20.5055,24.9979,20.5575,19.5079,20.5248,20.6584,119.996,99.8054,120,99.987,
19.5198,20.5167,19.2059,19.5159,20.5214,14.9997,20.5881,20.6455,24.9986,119.995,100.114,119.996,100.298,
20.5015,24.9964,20.5254,20.7016,14.9973,19.2104,19.496,20.5313,19.5337,119.995,100.367,119.982,100.608,
19.2101,19.4798,20.4787,24.9859,20.7711,20.535,19.5382,14.9905,20.4168,119.978,100.754,119.959,100.906,
20.4559,24.9726,19.2052,19.539,19.4499,20.5344,20.8377,14.9814,20.3261,119.96,101.074,119.925,101.223,
19.5363,20.4228,20.5299,19.4201,20.8897,24.9468,20.2439,14.9691,19.1918,119.919,101.323,119.887,101.497,
14.9604,20.5218,19.5288,20.388,19.387,19.1807,24.9213,20.1423,20.9481,119.864,101.642,119.832,101.824,
24.8942,20.9814,19.1624,20.3432,20.0524,14.9367,20.5022,19.3365,19.51,119.834,101.902,119.77,102.13,
24.8595,19.4994,19.1383,14.9166,19.2961,20.291,21.0333,19.9235,20.4773,119.756,102.252,119.689,102.476,
20.2463,24.805,14.8905,19.8217,19.4702,21.0709,20.4529,19.2342,19.0989,119.695,102.545,119.617,102.741,
19.0818,14.8676,19.1984,19.4475,24.7531,20.4265,21.1,20.1765,19.6848,119.577,102.917,119.526,103.041,
19.1462,19.4197,19.0422,24.7026,14.8334,20.1261,20.3916,21.127,19.5666,119.504,103.208,119.434,103.317,
21.1409,19.4853,20.3589,18.9987,24.6386,19.0689,20.0578,14.7946,19.3712,119.416,103.354,119.331,103.596,
19.3495,19.3676,24.5843,20.3177,21.1595,14.7643,19.0047,19.9911,18.9467,119.338,103.63,119.235,103.837,
20.2822,19.2497,18.9159,21.1698,19.3027,19.9242,18.9338,14.7213,24.4938,119.117,103.895,119.098,104.151,
19.2582,21.1775,20.2188,14.6855,18.8496,18.8563,24.4182,19.8323,19.0416,119.026,104.331,118.958,104.444,
20.1631,18.944,18.785,18.7902,19.1906,19.756,24.3343,14.6285,21.1794,118.909,104.507,118.833,104.689,
19.1512,24.2791,18.7348,18.7944,21.1769,20.0913,14.5851,18.6847,19.6586,118.794,104.833,118.673,104.977,
19.084,21.1703,18.6465,20.0288,18.6603,14.5351,19.5766,18.597,24.1493,118.566,105.037,118.54,105.203,
18.5476,18.5234,14.4963,24.0874,19.0143,18.5942,19.9569,21.1553,19.4786,118.451,105.29,118.375,105.464,
23.9912,19.4092,14.4352,18.4306,19.884,21.1387,18.5117,18.9304,18.3004,118.364,105.641,118.209,105.711,
21.1237,18.3479,23.8834,19.3036,14.375,18.4417,18.8646,19.7995,18.1524,118.186,105.862,118.056,105.924,
18.8163,19.2174,23.7837,14.3208,21.0949,18.365,19.7256,18.0066,18.2188,118.051,106.079,117.881,106.155,
23.6848,14.2677,18.2968,19.0981,18.1355,21.0642,18.7132,17.8375,19.6298,117.825,106.213,117.686,106.397,
14.2034,19.5694,17.7087,18.6376,21.0283,18.0138,18.9613,18.1772,23.5075,117.519,106.442,117.483,106.634,
19.4745,17.5337,23.4169,17.9084,18.0934,14.1108,18.8367,18.5233,20.9777,117.465,106.645,117.279,106.857,
18.7522,20.9502,18.0085,19.3625,14.0453,18.4428,17.3172,17.763,23.2404,117.092,106.951,117.06,107.083,
17.9047,17.1516,18.345,18.5916,23.1246,13.9577,20.8835,17.6308,19.2209,116.958,107.06,116.848,107.287,
18.2575,19.1522,23.0034,16.9576,17.5275,20.8338,17.7735,13.8763,18.4356,116.784,107.407,116.647,107.471,
18.3665,16.8088,19.0491,17.4199,17.6887,22.8587,20.7804,13.8062,18.1265,116.626,107.414,116.451,107.641,
16.6337,17.3046,18.9385,22.7291,18.0415,18.2025,13.7314,20.7148,17.5552,116.454,107.597,116.209,107.839,
16.4421,22.5939,18.0772,18.8112,13.6539,17.1363,17.4449,20.6449,17.8966,116.245,107.733,115.949,108.038,
22.4233,17.3467,13.5667,17.0002,17.9044,16.1723,17.7837,18.6423,20.5592,115.927,108.012,115.688,108.225,
17.219,18.5494,22.2344,13.4665,16.8383,17.7299,17.6522,20.4833,15.9133,115.647,108.396,115.442,108.39,
18.4233,17.6083,16.7037,13.3749,17.0687,22.046,20.4094,15.7271,17.5197,115.394,108.398,115.218,108.531,
20.3567,16.5755,18.2897,15.5774,17.446,21.8914,13.2774,16.9317,17.4042,115.182,108.523,114.992,108.665,
17.3322,21.767,17.3226,18.1586,13.2005,16.404,15.3513,20.2412,16.793,115.051,108.666,114.718,108.817,
16.2781,17.1501,15.1693,18.0072,17.167,16.677,13.0871,20.1404,21.499,114.455,108.768,114.427,108.967,
16.0963,17.8534,21.3556,16.5247,20.0489,16.9231,12.9695,14.8631,16.9733,114.428,108.974,114.149,109.099,
19.9656,21.1763,17.6903,16.3787,12.8722,15.8827,16.7359,14.6339,16.826,114.176,109.152,113.877,109.218,
14.4776,16.5985,16.7217,17.5217,16.2161,15.7114,12.7556,20.9228,19.8152,113.758,109.167,113.625,109.32,
17.3998,20.7924,15.5742,16.4135,16.0729,16.5601,14.2015,12.6476,19.7072,113.62,109.263,113.341,109.425,
19.6384,15.4087,15.9271,12.5576,16.2182,16.4013,20.5358,13.945,17.1604,113.136,109.464,113.047,109.525,
17.0532,15.2148,15.7592,19.4931,13.7312,16.2309,20.3192,12.4164,15.9807,112.883,109.653,112.766,109.61,
15.6171,16.8752,12.3305,20.1432,14.9905,13.4658,15.791,19.332,16.0302,112.723,109.556,112.417,109.703,
14.8238,15.4084,19.2242,19.8938,12.1843,15.88,13.1963,16.6226,15.5675,112.304,109.827,112.167,109.762,
15.7646,19.7165,12.0881,19.0893,14.6057,15.2109,15.3836,16.4366,12.914,112.115,109.94,111.815,109.834,
14.4149,18.9418,19.4334,11.9341,16.2591,15.0073,15.1554,12.6572,15.4891,111.793,109.847,111.545,109.88,
14.2293,11.825,14.8577,14.9829,15.3494,19.1824,16.0605,12.411,18.7523,111.395,109.799,111.222,109.925,
14.6859,18.6525,18.9725,11.6841,12.183,13.9699,14.7351,15.1335,15.8407,111.105,109.893,110.935,109.956,
11.5754,14.571,18.4942,13.7851,18.7171,11.9073,15.6607,14.4263,14.9279,110.872,109.9,110.611,109.981,
14.3487,15.4979,11.6633,13.5565,18.3076,14.2439,18.4237,11.3869,14.727,110.544,109.872,110.289,109.996,
11.4107,13.3537,18.1482,14.0723,14.0481,11.261,18.1538,14.5239,15.1905,110.073,109.849,109.949,110,
17.9609,11.1385,13.1014,14.3415,17.9414,13.7852,13.7951,14.9676,10.9847,109.916,110.116,109.619,109.993,
13.6525,17.669,10.9818,14.1316,14.7816,12.8287,10.7359,17.7398,13.5143,109.508,110.076,109.323,109.977,
13.443,13.3519,17.5995,10.4909,12.61,17.3593,13.894,14.5291,10.7984,109.283,109.971,109.006,109.95,
10.2534,13.1173,17.1339,14.3439,12.3775,17.3913,13.1648,13.6683,10.6539,109.003,109.856,108.696,109.915,
9.95731,12.1729,12.9854,17.2196,16.8324,14.0959,13.4632,10.5118,12.7661,108.553,109.984,108.369,109.866,
9.64987,13.8865,17.0218,11.8982,16.5381,12.554,10.3712,13.2063,12.6817,108.376,109.792,108.073,109.813,
11.7067,13.0678,10.2604,12.342,12.5234,9.31755,13.6182,16.2453,16.7894,107.922,109.705,107.822,109.76,
11.4843,16.6665,12.8523,9.07652,10.112,12.3069,15.9993,12.0651,13.3791,107.627,109.699,107.537,109.692,
11.9034,13.2268,16.4667,12.111,12.6165,15.7457,8.76128,9.95056,11.1632,107.491,109.791,107.241,109.612,
11.0259,11.9184,16.2754,11.6275,8.51291,12.9573,12.3831,15.4585,9.80816,107.204,109.607,106.995,109.538,
11.7267,9.72242,11.4123,8.26768,12.199,10.7537,15.2188,16.0464,12.7109,106.81,109.405,106.737,109.453,
15.9226,8.03039,15.012,9.57372,11.4759,11.9791,10.5185,12.4994,11.1081,106.636,109.519,106.479,109.36,
14.7802,10.3493,9.44121,11.2599,10.9005,11.7523,15.6514,12.2483,7.64006,106.452,109.406,106.162,109.234,
10.079,11.0342,14.4343,7.41027,10.6243,12.0194,9.25279,11.4816,15.4075,106.126,109.075,105.895,109.119,
15.2825,9.14412,14.1581,7.12682,10.3712,10.7576,11.7609,11.2386,9.72797,105.885,109.201,105.611,108.985,
10.5657,11.5573,8.97863,13.8384,10.0898,14.9988,11.0117,9.48903,6.74758,105.546,109.016,105.37,108.864,
14.854,9.89315,13.5998,8.84283,6.54417,10.3028,9.27903,10.7897,11.256,105.291,108.799,105.143,108.741,
10.6555,11.1153,14.6387,6.30254,8.70672,9.06812,13.2913,9.58541,10.06,105.101,108.716,104.918,108.612,
13.1027,9.40914,6.04037,8.57526,8.84088,9.86857,10.8186,10.3499,14.3556,104.91,108.433,104.655,108.452,
5.77445,8.61843,8.43421,10.1507,10.5825,9.62484,14.1544,12.7175,9.05283,104.49,108.409,104.435,108.309,
5.50209,8.3059,9.93557,13.9711,9.40989,12.4747,8.3074,10.2929,8.78557,104.28,108.319,104.182,108.133,
12.2452,8.61319,13.7438,8.09125,5.15028,10.0658,9.63743,8.11733,9.10919,104.261,108.074,103.96,107.97,
9.87696,4.91435,11.9319,13.5019,7.99472,9.40314,8.89274,7.77632,8.24414,103.885,107.997,103.717,107.78,
7.59494,9.18474,8.04133,8.66625,7.84227,4.54276,13.2168,9.50597,11.5462,103.548,107.695,103.509,107.607,
13.0686,7.73435,8.94895,4.30847,9.30436,11.3248,7.74649,8.39854,7.26652,103.446,107.658,103.314,107.436,
8.24219,11.1036,7.53588,9.06557,8.68784,12.7832,3.99698,7.54922,6.99191,103.346,107.448,103.072,107.211,
8.8043,7.24074,6.7963,3.71773,8.40453,10.7288,7.89384,7.40442,12.4594,103.02,107.017,102.854,106.996,
6.95339,8.50211,6.50939,3.40939,7.64411,12.2353,10.3946,7.25153,8.07251,102.806,106.849,102.652,106.783,
6.27256,7.15934,7.89983,3.13313,12.01,10.1315,7.3689,6.58764,8.14776,102.53,106.674,102.474,106.585,
7.20956,7.98992,6.39802,7.6525,9.88656,2.85372,5.95538,11.7454,6.99311,102.459,106.502,102.305,106.386,
6.92161,2.65691,7.43051,6.13285,5.73968,11.5411,6.90917,9.59276,7.6534,102.178,106.268,102.141,106.183,
5.53867,11.3503,2.39414,6.70246,5.85585,9.35218,7.13791,7.41057,6.75133,102.118,106.142,101.978,105.97,
6.96793,9.14217,6.66693,5.25027,11.0716,7.17853,6.4262,5.55381,2.08551,101.951,105.926,101.822,105.755,
6.73004,6.55751,10.8607,5.00309,6.21425,6.92745,5.30857,1.8743,8.79831,101.693,105.725,101.672,105.536,
6.02523,4.78019,6.46263,5.08853,8.597,1.68708,6.65989,6.40926,10.5456,101.631,105.374,101.525,105.308,
5.7797,6.32832,1.5216,4.49779,10.3496,4.79263,6.16373,6.38558,8.29001,101.416,105.236,101.39,105.086,
1.37875,4.27384,5.51498,8.10459,6.20061,10.0858,5.91056,6.11412,4.46676,101.327,105.028,101.234,104.812,
3.99039,7.84107,4.2584,5.87308,5.2056,6.07499,9.79227,1.21791,5.59113,101.25,104.675,101.098,104.556,
5.98955,5.61721,5.40886,3.95816,3.66601,7.53289,4.91869,9.51152,1.18673,101.047,104.481,100.984,104.326,
7.35811,1.20007,3.70948,5.33226,5.13829,5.86829,4.67781,9.26389,3.36517,100.999,104.245,100.872,104.084,
9.09465,7.11378,3.18365,5.06574,4.45402,1.30784,4.85529,3.37027,5.75751,100.871,104.047,100.762,103.828,
3.20133,4.24566,8.8175,2.91788,4.63434,1.44935,5.67852,6.82612,4.72803,100.688,103.739,100.66,103.572,
6.67158,1.60029,2.66096,4.52237,5.59563,8.50571,2.82644,4.31371,3.87767,100.687,103.474,100.553,103.279,
5.51708,4.10701,6.40776,1.86186,4.19664,3.64698,2.3114,8.18089,2.49847,100.518,103.198,100.468,103.025,
8.0172,2.32144,6.2075,5.42894,3.92488,3.79762,3.38511,2.13992,2.02285,100.466,102.999,100.384,102.746,
6.03197,3.68805,5.35939,7.70017,3.54669,1.99542,1.79216,3.11724,2.40149,100.387,102.667,100.316,102.496,
2.54344,1.60764,5.29598,5.83321,3.38301,7.40502,1.71271,3.24345,2.84368,100.316,102.407,100.244,102.196,
1.32343,1.47918,3.09161,5.22343,2.89689,2.61059,2.96555,7.07555,5.60162,100.197,102.083,100.181,101.894,
6.86705,5.17007,5.488,2.71297,3.19084,2.33598,2.73426,1.10833,0.947194,100.173,101.855,100.129,101.601,
5.12165,5.3471,0.76567,3.48824,6.5013,2.05343,2.41888,0.854109,2.34363,100.125,101.488,100.085,101.297,
2.17469,0.698067,5.22733,0.559563,2.15911,6.20211,3.81156,5.06874,1.76023,100.092,101.193,100.051,101.007,
1.89454,0.463929,1.89139,5.04326,5.92015,1.55263,4.10551,5.11641,0.550719,100.035,100.915,100.027,100.734,
5.07264,0.514444,1.59999,1.60029,0.573503,5.61991,1.31324,4.40935,5.01733,100.028,100.609,100.009,100.43,
